Generation,Round,Node,Algorithm,added_s_overhead,added_g_overhead,added_h_overhead
1,4,4,Greedy,32,144,180
1,4,4,Heuristic,32,144,180
1,8,8,Greedy,88,392,464
1,8,8,Heuristic,88,392,464
1,9,0,Greedy,128,440,521
1,9,0,Heuristic,128,440,521
1,9,5,Greedy,160,384,465
1,9,5,Heuristic,160,384,465
1,10,1,Simple,184,552,642
1,10,1,Greedy,184,552,642
1,10,1,Heuristic,184,552,642
1,10,9,Greedy,152,336,426
1,10,9,Heuristic,152,336,426
1,11,6,Greedy,152,488,587
1,11,6,Heuristic,152,488,587
1,14,4,Simple,344,944,803
1,14,5,Simple,344,784,554
1,15,0,Simple,328,920,610
1,15,7,Greedy,320,752,887
1,15,7,Heuristic,320,752,887
1,16,7,Simple,352,832,976
1,16,8,Simple,352,1032,642
1,18,2,Greedy,344,736,403
1,18,2,Heuristic,344,736,403
1,21,6,Simple,488,1288,1210
1,21,9,Simple,504,1216,871
1,27,3,Greedy,424,1344,631
1,29,3,Heuristic,512,1504,631
1,30,2,Simple,832,1696,403
1,30,3,Simple,560,1584,631
2,7,0,Greedy,120,272,335
2,7,0,Heuristic,120,272,335
2,7,8,Greedy,112,256,319
2,7,8,Heuristic,112,256,319
2,8,4,Greedy,144,336,408
2,8,4,Heuristic,144,336,408
2,10,5,Greedy,136,360,450
2,10,5,Heuristic,136,360,450
2,11,1,Greedy,232,600,699
2,11,1,Heuristic,232,600,699
2,11,9,Greedy,128,504,603
2,11,9,Heuristic,128,504,603
2,16,6,Greedy,208,560,704
2,16,6,Heuristic,208,560,704
2,17,7,Greedy,400,944,1097
2,17,7,Heuristic,400,944,1097
2,19,2,Greedy,232,592,536
2,19,2,Heuristic,232,592,536
2,20,3,Greedy,400,904,841
2,20,3,Heuristic,400,904,841
2,21,0,Simple,576,1392,691
2,21,8,Simple,584,1376,675
2,22,4,Simple,624,1456,1120
2,23,1,Simple,680,1560,1233
2,25,5,Simple,720,1560,539
2,26,7,Simple,768,1664,1364
2,26,9,Simple,640,1704,1137
2,30,6,Simple,712,1680,971
2,35,2,Simple,800,1872,536
2,39,3,Simple,1120,2424,841
3,8,0,Greedy,136,304,376
3,8,0,Heuristic,136,304,376
3,8,1,Greedy,120,408,480
3,8,1,Heuristic,120,408,480
3,9,8,Greedy,152,392,473
3,9,8,Heuristic,152,392,473
3,10,9,Greedy,168,464,554
3,10,9,Heuristic,168,464,554
3,11,1,Simple,232,648,747
3,12,4,Greedy,224,560,668
3,12,4,Heuristic,224,560,668
3,12,7,Greedy,184,472,580
3,12,9,Simple,216,624,732
3,13,5,Greedy,328,736,610
3,13,5,Heuristic,328,736,610
3,13,8,Simple,272,712,829
3,14,7,Heuristic,192,632,742
3,15,7,Simple,240,712,831
3,20,3,Greedy,232,856,590
3,20,4,Simple,584,1200,1380
3,20,5,Simple,584,1296,610
3,21,3,Heuristic,240,936,590
3,21,6,Greedy,288,864,1053
3,21,6,Heuristic,288,864,1053
3,22,2,Greedy,240,840,957
3,22,2,Heuristic,240,840,957
3,23,0,Simple,664,1504,732
3,25,3,Simple,376,1256,590
3,29,6,Simple,504,1504,1142
3,34,2,Simple,584,1800,957
4,6,1,Greedy,88,264,318
4,6,1,Heuristic,88,264,318
4,8,5,Greedy,56,344,416
4,8,5,Heuristic,56,344,416
4,8,7,Greedy,120,368,440
4,8,7,Heuristic,120,368,440
4,8,9,Greedy,112,360,432
4,8,9,Heuristic,112,360,432
4,9,8,Greedy,88,384,465
4,9,8,Heuristic,88,384,465
4,10,0,Greedy,120,448,538
4,10,0,Heuristic,120,448,538
4,11,0,Simple,168,528,627
4,12,1,Simple,312,744,852
4,12,4,Greedy,272,632,740
4,12,4,Heuristic,272,632,740
4,12,8,Simple,224,624,732
4,14,4,Simple,312,792,918
4,17,3,Greedy,280,640,224
4,17,3,Heuristic,280,640,224
4,19,6,Greedy,280,968,1139
4,19,6,Heuristic,280,968,1139
4,19,9,Simple,456,1240,432
4,20,5,Simple,464,1304,505
4,21,2,Greedy,336,1000,1027
4,21,2,Heuristic,336,1000,1027
4,23,7,Simple,568,1568,1241
4,27,3,Simple,656,1440,224
4,27,6,Simple,552,1608,1317
4,32,2,Simple,664,1880,1027
5,9,7,Greedy,104,320,401
5,9,7,Heuristic,104,320,401
5,9,9,Greedy,160,400,481
5,9,9,Heuristic,160,400,481
5,10,1,Greedy,240,480,570
5,10,1,Heuristic,240,480,570
5,10,5,Greedy,144,424,514
5,10,5,Heuristic,144,424,514
5,12,5,Simple,208,584,692
5,14,1,Simple,408,800,926
5,14,9,Simple,312,800,570
5,15,0,Greedy,424,816,951
5,15,0,Heuristic,424,816,951
5,15,8,Greedy,320,848,983
5,15,8,Heuristic,320,848,983
5,16,4,Greedy,424,912,1056
5,16,4,Heuristic,424,912,1056
5,16,7,Simple,288,880,1024
5,17,6,Greedy,288,672,825
5,17,6,Heuristic,288,672,825
5,19,3,Greedy,352,816,297
5,19,3,Heuristic,352,816,297
5,20,8,Simple,456,1248,1072
5,21,2,Greedy,336,824,713
5,21,2,Heuristic,336,824,713
5,22,0,Simple,608,1376,1040
5,24,4,Simple,672,1552,1145
5,25,3,Simple,624,1296,297
5,34,6,Simple,872,2032,1181
5,35,2,Simple,808,1944,713
6,7,1,Greedy,144,352,415
6,7,1,Heuristic,144,352,415
6,8,5,Greedy,160,360,432
6,8,5,Heuristic,160,360,432
6,9,8,Greedy,200,456,537
6,9,8,Heuristic,200,456,537
6,9,9,Greedy,144,344,425
6,9,9,Heuristic,144,344,425
6,10,1,Simple,280,592,682
6,10,7,Greedy,192,496,586
6,10,7,Heuristic,192,496,586
6,11,4,Greedy,224,584,683
6,11,4,Heuristic,224,584,683
6,11,8,Simple,280,616,715
6,12,6,Greedy,192,512,620
6,13,3,Greedy,248,560,450
6,13,4,Simple,312,744,861
6,13,6,Heuristic,208,592,701
6,14,3,Heuristic,288,640,450
6,15,0,Greedy,320,832,643
6,15,0,Heuristic,320,832,643
6,15,2,Greedy,160,600,581
6,15,2,Heuristic,160,600,581
6,15,7,Simple,360,896,942
6,16,5,Simple,376,1000,521
6,16,9,Simple,352,904,514
6,17,3,Simple,408,880,450
6,18,6,Simple,376,992,879
6,22,0,Simple,616,1392,643
6,26,2,Simple,448,1480,581
7,11,4,Greedy,184,456,555
7,11,4,Heuristic,184,456,555
7,14,0,Simple,272,728,854
7,14,0,Greedy,272,728,854
7,14,0,Heuristic,272,728,854
7,14,1,Simple,280,824,950
7,14,1,Greedy,280,824,950
7,14,1,Heuristic,280,824,950
7,14,4,Simple,296,696,822
7,14,8,Simple,288,792,918
7,14,8,Greedy,288,792,918
7,14,8,Heuristic,288,792,918
7,16,5,Greedy,264,872,1016
7,16,5,Heuristic,264,872,1016
7,16,9,Greedy,288,896,1040
7,16,9,Heuristic,288,896,1040
7,17,7,Greedy,368,984,1137
7,17,7,Heuristic,368,984,1137
7,18,6,Greedy,288,680,842
7,18,6,Heuristic,288,680,842
7,19,3,Greedy,328,944,953
7,19,3,Heuristic,328,944,953
7,19,9,Simple,384,1136,1129
7,20,2,Greedy,312,736,762
7,20,5,Simple,360,1192,1016
7,21,2,Heuristic,352,816,762
7,21,6,Simple,392,920,1109
7,22,7,Simple,512,1384,1315
7,27,2,Simple,592,1296,762
7,34,3,Simple,864,2144,953
8,5,1,Greedy,104,208,253
8,5,1,Heuristic,104,208,253
8,6,5,Greedy,144,224,278
8,6,5,Heuristic,144,224,278
8,7,4,Greedy,104,312,375
8,7,4,Heuristic,104,312,375
8,7,8,Greedy,128,296,359
8,7,8,Heuristic,128,296,359
8,8,0,Greedy,88,328,319
8,8,0,Heuristic,88,328,319
8,8,9,Greedy,168,360,432
8,8,9,Heuristic,168,360,432
8,9,4,Simple,184,472,553
8,11,6,Greedy,144,408,491
8,11,6,Heuristic,144,408,491
8,13,6,Simple,200,568,669
8,16,1,Simple,528,1088,1232
8,16,8,Simple,488,1016,448
8,17,2,Greedy,248,688,403
8,17,2,Heuristic,248,688,403
8,17,9,Simple,440,1080,1233
8,18,0,Simple,424,1128,319
8,18,7,Greedy,392,1048,1210
8,20,3,Greedy,344,920,1100
8,22,7,Heuristic,488,1368,1534
8,23,5,Simple,736,1584,456
8,24,7,Simple,560,1528,1712
8,25,2,Simple,560,1328,403
8,25,3,Heuristic,464,1320,1262
8,30,3,Simple,680,1720,1262
9,6,1,Greedy,72,248,302
9,6,1,Heuristic,72,248,302
9,8,0,Greedy,128,328,400
9,8,0,Heuristic,128,328,400
9,8,8,Greedy,88,344,416
9,8,8,Heuristic,88,344,416
9,9,4,Greedy,152,432,513
9,9,4,Heuristic,152,432,513
9,10,7,Greedy,152,440,530
9,10,7,Heuristic,152,440,530
9,11,5,Greedy,144,576,675
9,11,5,Heuristic,144,576,675
9,12,3,Greedy,168,472,426
9,12,3,Heuristic,168,472,426
9,15,6,Greedy,176,624,759
9,15,6,Heuristic,176,624,759
9,15,9,Greedy,176,744,563
9,15,9,Heuristic,176,744,563
9,17,2,Greedy,240,688,687
9,17,2,Heuristic,240,688,687
9,21,1,Simple,632,1448,1103
9,21,7,Simple,496,1320,975
9,21,9,Simple,336,1224,563
9,22,5,Simple,584,1456,1031
9,22,8,Simple,568,1464,683
9,26,0,Simple,832,1768,489
9,26,4,Simple,712,1792,1047
9,29,6,Simple,584,1744,937
9,32,3,Simple,800,2072,426
9,37,2,Simple,784,2288,687
10,7,8,Greedy,80,312,375
10,7,8,Heuristic,80,312,375
10,8,1,Greedy,128,392,464
10,8,1,Heuristic,128,392,464
10,9,5,Greedy,128,384,465
10,9,5,Heuristic,128,384,465
10,10,9,Greedy,128,456,546
10,10,9,Heuristic,128,456,546
10,11,0,Greedy,152,536,635
10,11,0,Heuristic,152,536,635
10,13,4,Greedy,240,736,853
10,13,4,Heuristic,240,736,853
10,13,7,Greedy,88,496,613
10,13,7,Heuristic,88,496,613
10,14,1,Simple,312,872,909
10,16,5,Simple,368,944,554
10,18,0,Simple,304,1096,813
10,18,4,Simple,456,1136,1298
10,18,8,Simple,464,1192,909
10,19,7,Simple,240,976,1147
10,20,9,Simple,456,1256,813
10,21,6,Greedy,400,1112,1301
10,21,6,Heuristic,400,1112,1301
10,24,2,Greedy,400,1224,1197
10,25,3,Greedy,264,1088,509
10,27,3,Heuristic,320,1248,509
10,28,3,Simple,336,1328,509
10,29,2,Heuristic,560,1624,1197
10,30,6,Simple,720,1832,2013
10,33,2,Simple,688,1944,1197
11,6,0,Greedy,72,224,278
11,6,0,Heuristic,72,224,278
11,6,4,Greedy,88,216,270
11,6,4,Heuristic,88,216,270
11,7,8,Greedy,112,272,335
11,7,8,Heuristic,112,272,335
11,12,4,Simple,272,696,804
11,12,6,Greedy,264,536,644
11,12,6,Heuristic,264,536,644
11,13,0,Simple,264,784,901
11,13,5,Greedy,208,576,693
11,13,5,Heuristic,208,576,693
11,13,8,Simple,336,752,869
11,14,1,Greedy,336,712,838
11,14,1,Heuristic,336,712,838
11,14,2,Greedy,224,640,604
11,14,2,Heuristic,224,640,604
11,17,5,Simple,320,896,1049
11,17,9,Greedy,312,816,969
11,17,9,Heuristic,312,816,969
11,18,7,Greedy,384,864,1026
11,18,7,Heuristic,384,864,1026
11,19,1,Simple,544,1112,1194
11,19,9,Simple,384,976,1058
11,20,3,Greedy,328,888,906
11,20,6,Simple,576,1176,822
11,21,3,Heuristic,360,968,906
11,22,2,Simple,472,1280,604
11,45,7,Simple,1400,3024,1293
11,46,3,Simple,1272,2968,906
12,6,4,Greedy,88,232,286
12,6,4,Heuristic,88,232,286
12,7,1,Greedy,144,312,375
12,7,1,Heuristic,144,312,375
12,7,8,Greedy,104,320,383
12,7,8,Heuristic,104,320,383
12,8,5,Greedy,144,296,368
12,8,5,Heuristic,144,296,368
12,8,7,Greedy,112,304,376
12,8,7,Heuristic,112,304,376
12,9,6,Greedy,136,328,409
12,9,6,Heuristic,136,328,409
12,10,0,Greedy,160,480,327
12,10,0,Heuristic,160,480,327
12,12,9,Greedy,272,608,424
12,12,9,Heuristic,272,608,424
12,13,2,Greedy,152,496,321
12,13,2,Heuristic,152,496,321
12,16,3,Greedy,224,640,272
12,17,3,Heuristic,256,720,272
12,17,7,Simple,384,1024,1177
12,21,3,Simple,400,1040,272
12,22,9,Simple,600,1408,424
12,23,5,Simple,688,1496,724
12,25,8,Simple,672,1760,650
12,28,1,Simple,872,1992,820
12,29,0,Simple,840,2000,327
12,30,4,Simple,832,2152,642
12,34,6,Simple,984,2328,765
12,38,2,Simple,952,2496,321
13,5,1,Greedy,88,216,261
13,5,1,Heuristic,88,216,261
13,6,4,Greedy,88,280,334
13,6,4,Heuristic,88,280,334
13,7,8,Greedy,112,240,303
13,7,8,Heuristic,112,240,303
13,8,5,Greedy,144,352,424
13,8,5,Heuristic,144,352,424
13,11,6,Greedy,144,400,499
13,11,6,Heuristic,144,400,499
13,11,7,Greedy,200,528,627
13,11,7,Heuristic,200,528,627
13,11,9,Greedy,240,528,627
13,11,9,Heuristic,240,528,627
13,14,0,Greedy,184,776,335
13,14,0,Heuristic,184,776,335
13,15,2,Greedy,224,592,427
13,15,2,Heuristic,224,592,427
13,19,4,Simple,416,1320,1046
13,21,6,Simple,504,1200,855
13,23,2,Simple,456,1232,427
13,25,3,Greedy,376,840,259
13,25,3,Heuristic,376,840,259
13,25,8,Simple,680,1680,926
13,27,0,Simple,624,1816,335
13,28,1,Simple,1000,2056,1062
13,29,5,Simple,816,2032,691
13,29,7,Simple,776,1968,1873
13,29,9,Simple,824,1968,627
13,31,3,Simple,584,1320,259
14,9,1,Greedy,176,424,505
14,9,1,Heuristic,176,424,505
14,10,1,Simple,200,504,594
14,11,7,Greedy,120,360,459
14,11,7,Heuristic,120,360,459
14,11,9,Greedy,112,384,483
14,11,9,Heuristic,112,384,483
14,12,8,Greedy,296,592,700
14,12,8,Heuristic,296,592,700
14,13,5,Greedy,224,696,732
14,13,5,Heuristic,224,696,732
14,13,8,Simple,320,672,789
14,14,5,Simple,280,776,732
14,15,4,Greedy,352,880,1015
14,15,4,Heuristic,352,880,1015
14,16,6,Greedy,296,864,1008
14,16,6,Heuristic,296,864,1008
14,17,0,Greedy,304,944,935
14,17,0,Heuristic,304,944,935
14,17,2,Greedy,288,792,864
14,17,2,Heuristic,288,792,864
14,17,4,Simple,408,1040,1193
14,17,9,Simple,328,864,661
14,18,0,Simple,344,1024,935
14,20,7,Simple,448,1080,1260
14,23,3,Greedy,384,1096,427
14,23,3,Heuristic,384,1096,427
14,25,3,Simple,448,1256,427
14,27,6,Simple,648,1744,1097
14,29,2,Simple,672,1752,864
15,10,1,Greedy,184,576,666
15,10,1,Heuristic,184,576,666
15,11,0,Greedy,248,528,627
15,11,0,Heuristic,248,528,627
15,11,4,Greedy,272,560,659
15,11,4,Heuristic,272,560,659
15,11,5,Greedy,256,600,699
15,11,5,Heuristic,256,600,699
15,11,8,Greedy,208,528,627
15,11,8,Heuristic,208,528,627
15,12,9,Greedy,304,656,764
15,12,9,Heuristic,304,656,764
15,13,1,Simple,288,816,933
15,13,6,Greedy,160,464,581
15,13,6,Heuristic,160,464,581
15,13,7,Greedy,224,624,741
15,13,7,Heuristic,224,624,741
15,15,5,Simple,376,920,788
15,16,8,Simple,360,928,627
15,20,4,Simple,632,1280,837
15,20,9,Simple,600,1296,853
15,21,0,Simple,560,1328,627
15,21,7,Simple,480,1264,1453
15,23,3,Greedy,376,1216,653
15,23,3,Heuristic,376,1216,653
15,26,2,Greedy,392,1216,469
15,27,2,Heuristic,416,1296,469
15,29,3,Simple,512,1696,653
15,29,6,Simple,696,1744,1827
15,30,2,Simple,504,1536,469
16,12,1,Greedy,176,536,644
16,12,1,Heuristic,176,536,644
16,12,5,Greedy,192,536,644
16,12,5,Heuristic,192,536,644
16,13,4,Greedy,344,656,773
16,13,4,Heuristic,344,656,773
16,13,8,Greedy,216,664,781
16,13,8,Heuristic,216,664,781
16,14,0,Greedy,304,672,717
16,14,0,Heuristic,304,672,717
16,14,9,Greedy,296,608,734
16,14,9,Heuristic,296,608,734
16,15,7,Greedy,232,656,791
16,15,7,Heuristic,232,656,791
16,17,6,Greedy,392,840,993
16,17,6,Heuristic,392,840,993
16,18,1,Simple,376,1016,911
16,18,2,Greedy,344,768,849
16,18,2,Heuristic,344,768,849
16,18,3,Greedy,272,736,663
16,21,3,Heuristic,360,976,663
16,22,7,Simple,448,1216,1325
16,23,3,Simple,424,1136,663
16,23,9,Simple,560,1328,823
16,27,8,Simple,568,1784,870
16,28,5,Simple,752,1816,822
16,36,0,Simple,1088,2432,717
16,36,4,Simple,1184,2496,1129
16,39,6,Simple,1120,2600,1082
16,44,2,Simple,1192,2848,849
17,8,1,Greedy,128,392,464
17,8,1,Heuristic,128,392,464
17,9,5,Greedy,120,336,417
17,9,5,Heuristic,120,336,417
17,9,9,Greedy,144,392,473
17,9,9,Heuristic,144,392,473
17,10,7,Greedy,152,456,546
17,10,7,Heuristic,152,456,546
17,10,8,Greedy,160,368,458
17,10,8,Heuristic,160,368,458
17,11,0,Greedy,240,504,603
17,11,0,Heuristic,240,504,603
17,12,4,Greedy,208,576,684
17,12,4,Heuristic,208,576,684
17,14,3,Greedy,144,584,426
17,16,3,Heuristic,176,744,426
17,16,6,Greedy,136,736,880
17,16,6,Heuristic,136,736,880
17,17,2,Greedy,176,736,784
17,18,7,Simple,384,1096,1080
17,18,8,Simple,400,1008,636
17,18,9,Simple,472,1112,562
17,19,0,Simple,480,1144,692
17,19,1,Simple,512,1272,820
17,21,2,Heuristic,248,1056,784
17,21,3,Simple,336,1144,426
17,21,4,Simple,552,1296,1040
17,25,5,Simple,680,1616,506
17,27,6,Simple,488,1616,1325
17,28,2,Simple,400,1616,784
18,6,0,Greedy,56,216,270
18,6,0,Heuristic,56,216,270
18,9,1,Greedy,80,480,561
18,9,1,Heuristic,80,480,561
18,9,4,Greedy,144,448,529
18,9,4,Heuristic,144,448,529
18,9,8,Greedy,96,400,481
18,9,8,Heuristic,96,400,481
18,11,9,Greedy,168,528,627
18,11,9,Heuristic,168,528,627
18,12,5,Greedy,248,640,667
18,13,4,Simple,280,768,885
18,14,7,Greedy,264,520,646
18,14,7,Heuristic,264,520,646
18,17,0,Simple,328,1096,537
18,17,1,Simple,312,1120,1273
18,17,5,Heuristic,392,1040,667
18,17,8,Simple,408,1040,1193
18,18,6,Greedy,136,824,986
18,18,6,Heuristic,136,824,986
18,20,2,Greedy,144,784,810
18,20,2,Heuristic,144,784,810
18,22,3,Greedy,392,768,470
18,22,5,Simple,568,1440,667
18,22,7,Simple,552,1160,1358
18,24,3,Heuristic,480,928,470
18,25,9,Simple,512,1648,1161
18,26,6,Simple,328,1464,1164
18,27,3,Simple,576,1168,470
18,33,2,Simple,416,1824,810
19,10,0,Greedy,168,440,530
19,10,0,Heuristic,168,440,530
19,10,1,Greedy,208,520,610
19,10,1,Heuristic,208,520,610
19,10,4,Greedy,160,392,482
19,10,4,Heuristic,160,392,482
19,10,8,Greedy,128,456,546
19,10,8,Heuristic,128,456,546
19,14,5,Greedy,240,744,870
19,14,5,Heuristic,240,744,870
19,14,6,Greedy,200,568,694
19,14,6,Heuristic,200,568,694
19,14,8,Simple,296,776,902
19,15,1,Simple,392,920,1055
19,15,5,Simple,280,824,959
19,16,4,Simple,408,872,838
19,16,9,Greedy,368,816,944
19,16,9,Heuristic,368,816,944
19,18,9,Simple,488,976,1122
19,20,2,Greedy,272,752,526
19,20,2,Heuristic,272,752,526
19,20,7,Greedy,440,1048,1196
19,20,7,Heuristic,440,1048,1196
19,21,3,Greedy,344,904,988
19,22,0,Simple,600,1400,530
19,22,3,Heuristic,384,984,988
19,22,6,Simple,496,1208,1228
19,25,7,Simple,632,1448,1374
19,26,2,Simple,464,1232,526
19,29,3,Simple,680,1544,988
20,6,7,Greedy,72,256,310
20,6,7,Heuristic,72,256,310
20,7,1,Greedy,72,344,407
20,7,1,Heuristic,72,344,407
20,8,5,Greedy,64,264,336
20,8,5,Heuristic,64,264,336
20,9,8,Greedy,128,376,457
20,9,8,Heuristic,128,376,457
20,11,0,Greedy,144,448,547
20,11,0,Heuristic,144,448,547
20,11,4,Simple,200,592,691
20,11,4,Greedy,200,592,691
20,11,4,Heuristic,200,592,691
20,11,9,Greedy,264,616,472
20,11,9,Heuristic,264,616,472
20,12,6,Greedy,216,584,692
20,12,6,Heuristic,216,584,692
20,13,2,Greedy,176,480,516
20,13,2,Heuristic,176,480,516
20,15,0,Simple,288,768,547
20,15,5,Simple,264,824,603
20,15,8,Simple,360,856,635
20,15,9,Simple,400,936,472
20,18,1,Simple,416,1224,763
20,18,7,Simple,392,1216,1378
20,24,3,Greedy,440,1008,166
20,25,3,Heuristic,480,1088,166
20,25,6,Simple,664,1624,781
20,28,2,Simple,680,1680,516
20,37,3,Simple,936,2048,166
21,7,1,Greedy,96,312,375
21,7,1,Heuristic,96,312,375
21,7,5,Greedy,96,296,359
21,7,5,Heuristic,96,296,359
21,7,8,Greedy,104,280,343
21,7,8,Heuristic,104,280,343
21,9,0,Greedy,160,344,425
21,9,0,Heuristic,160,344,425
21,9,4,Greedy,160,432,513
21,9,4,Heuristic,160,432,513
21,9,7,Greedy,112,352,433
21,9,7,Heuristic,112,352,433
21,9,9,Greedy,168,368,449
21,9,9,Heuristic,168,368,449
21,12,3,Greedy,160,480,353
21,12,3,Heuristic,160,480,353
21,14,6,Greedy,216,504,614
21,16,6,Heuristic,288,664,776
21,17,0,Simple,344,984,425
21,17,4,Simple,416,1072,1136
21,17,8,Simple,392,1080,521
21,19,1,Simple,440,1272,553
21,20,9,Simple,536,1248,449
21,21,2,Greedy,272,784,640
21,21,2,Heuristic,272,784,640
21,23,7,Simple,568,1472,700
21,26,5,Simple,696,1816,537
21,27,3,Simple,544,1680,353
21,33,6,Simple,928,2024,1221
21,35,2,Simple,752,1904,640
22,8,1,Greedy,56,416,488
22,8,1,Heuristic,56,416,488
22,8,8,Greedy,120,264,336
22,8,8,Heuristic,120,264,336
22,10,0,Greedy,184,432,522
22,10,0,Heuristic,184,432,522
22,11,4,Greedy,144,568,667
22,11,4,Heuristic,144,568,667
22,12,7,Greedy,152,608,716
22,12,7,Heuristic,152,608,716
22,12,9,Greedy,232,648,756
22,12,9,Heuristic,232,648,756
22,14,5,Greedy,264,744,708
22,14,5,Heuristic,264,744,708
22,15,3,Greedy,208,568,468
22,15,3,Heuristic,208,568,468
22,15,4,Simple,272,888,1023
22,15,6,Greedy,264,688,823
22,15,6,Heuristic,264,688,823
22,16,0,Simple,384,912,611
22,16,1,Simple,336,1056,1022
22,17,5,Simple,352,984,708
22,17,8,Simple,416,984,870
22,18,9,Simple,400,1128,934
22,19,2,Greedy,288,712,583
22,19,2,Heuristic,288,712,583
22,21,7,Simple,360,1328,983
22,23,6,Simple,480,1328,1179
22,25,3,Simple,440,1368,468
22,27,2,Simple,536,1352,583
23,8,1,Greedy,128,416,488
23,8,1,Heuristic,128,416,488
23,8,8,Greedy,144,424,496
23,8,8,Heuristic,144,424,496
23,9,7,Greedy,120,376,457
23,9,7,Heuristic,120,376,457
23,10,0,Greedy,104,512,602
23,10,0,Heuristic,104,512,602
23,10,4,Greedy,184,560,650
23,10,4,Heuristic,184,560,650
23,10,9,Greedy,120,352,442
23,10,9,Heuristic,120,352,442
23,11,5,Greedy,192,496,514
23,11,5,Heuristic,192,496,514
23,13,1,Simple,240,816,755
23,13,8,Simple,320,824,763
23,15,6,Greedy,272,528,663
23,15,6,Heuristic,272,528,663
23,16,0,Simple,312,992,602
23,16,3,Greedy,208,632,273
23,17,4,Simple,456,1120,1095
23,17,5,Simple,384,976,514
23,18,6,Simple,392,768,930
23,18,9,Simple,320,992,531
23,19,2,Greedy,288,696,583
23,19,3,Heuristic,232,872,273
23,20,2,Simple,344,776,583
23,20,7,Simple,392,1256,1347
23,21,2,Heuristic,392,856,583
23,45,3,Simple,1184,2952,273
24,8,8,Greedy,72,352,424
24,8,8,Heuristic,72,352,424
24,9,0,Greedy,152,400,481
24,9,0,Heuristic,152,400,481
24,9,4,Greedy,176,416,497
24,9,4,Heuristic,176,416,497
24,10,1,Greedy,128,488,578
24,10,1,Heuristic,128,488,578
24,10,5,Greedy,168,408,498
24,10,5,Heuristic,168,408,498
24,11,0,Simple,232,560,570
24,11,8,Simple,152,592,602
24,12,9,Greedy,192,576,684
24,12,9,Heuristic,192,576,684
24,13,7,Greedy,208,680,797
24,13,7,Heuristic,208,680,797
24,15,3,Greedy,200,600,581
24,15,3,Heuristic,200,600,581
24,15,4,Simple,376,896,1031
24,17,6,Greedy,376,760,873
24,18,2,Greedy,280,704,858
24,18,5,Simple,416,1048,676
24,20,1,Simple,488,1288,845
24,20,6,Heuristic,448,1000,1116
24,20,9,Simple,448,1216,773
24,21,2,Heuristic,360,944,1020
24,29,7,Simple,656,1960,975
24,32,3,Simple,792,1960,581
24,38,6,Simple,1024,2440,1205
24,39,2,Simple,952,2384,1020
25,9,4,Greedy,120,304,385
25,9,4,Heuristic,120,304,385
25,11,0,Greedy,104,432,531
25,11,0,Heuristic,104,432,531
25,11,8,Greedy,160,496,595
25,11,8,Heuristic,160,496,595
25,14,1,Greedy,296,808,934
25,14,1,Heuristic,296,808,934
25,15,5,Greedy,312,768,903
25,15,5,Heuristic,312,768,903
25,15,6,Greedy,232,688,823
25,15,6,Heuristic,232,688,823
25,16,2,Greedy,224,640,703
25,16,2,Heuristic,224,640,703
25,17,9,Greedy,360,968,1121
25,17,9,Heuristic,360,968,1121
25,19,1,Simple,456,1208,1379
25,19,8,Simple,408,1136,951
25,20,7,Greedy,480,1152,1332
25,20,7,Heuristic,480,1152,1332
25,22,3,Greedy,504,1112,1148
25,23,4,Simple,512,1424,919
25,24,0,Simple,480,1472,798
25,25,5,Simple,688,1568,1081
25,26,3,Heuristic,640,1432,1148
25,26,6,Simple,568,1568,912
25,28,9,Simple,776,1848,1388
25,29,7,Simple,784,1872,1866
25,31,2,Simple,712,1840,703
25,33,3,Simple,968,1992,1148
26,8,1,Greedy,184,432,504
26,8,1,Heuristic,184,432,504
26,8,4,Greedy,96,336,408
26,8,4,Heuristic,96,336,408
26,9,0,Greedy,168,424,505
